address,symbol,market_cap,volume_24h_usd,liquidity,holder,trade_24h_count,recent_listing_time,listed_at,appear_count
8oosbx7jJrZxm5m4ThKhBpvwwG4QpoAe6i4GiG19pump,Wizard,3086849.3611051925,2776908.457050177,545041.8520994524,7044,17346,1744213911.0,2025-04-09 15:51:51+00:00,3
Abub8cRJviGWsv1qWjkR1wHqNdYjRenoaZxroFxbpump,Shortcoin,276504.01701485395,2644047.144911173,79452.63141624874,2969,19479,1746003878.0,2025-04-30 09:04:38+00:00,3
BQX1cjcRHXmrqNtoFWwmE5bZj7RPneTmqXB979b2pump,Italianrot,3644656.567877347,2471315.2810236206,453555.5650901349,6555,12670,1740933393.0,2025-03-02 16:36:33+00:00,3
FpLmehuruMiytiChr8ajKNhwxTqEFj1ZKkFEMpt6pump,FARTHOUSE,85160.83823980567,2343124.88970602,34472.72220790603,910,31063,1746021228.0,2025-04-30 13:53:48+00:00,2
7mHCx9iXPJ7EJDbDAUGmej39Kme8cxZfeVi1EAvEpump,BIGBALLS,396922.8380168871,2132119.430500199,209590.51485984045,8711,9803,1738890828.0,2025-02-07 01:13:48+00:00,3
Cy7rUZ5rK2ukitsAVVfK5Kn8t35TR417RRuURPWoRBAF,CHIRP,3577752.5525961225,2122728.039725625,322431.01368392125,1547,4588,1745682991.0,2025-04-26 15:56:31+00:00,2
GcmsHHG41giJYACYKrdxZp3kdKMZfg1UB7LaYzCzPxLJ,SUPFRIEND,812006.5609220369,1905248.7323164018,184679.00651249682,2368,9156,1745883923.0,2025-04-28 23:45:23+00:00,3
GLYUabrtoQ6Qz71ySPZypEKbmQahCbp56dnDQxASpump,UNWOKE,84619.14130630397,1845397.699731581,34172.74912530271,741,19000,1746091137.0,2025-05-01 09:18:57+00:00,1
fRfKGCriduzDwSudCwpL7ySCEiboNuryhZDVJtr1a1C,DUPE,2343961.343063357,1832120.8479083749,313117.36649899645,2656,7039,1745887721.0,2025-04-29 00:48:41+00:00,3
7JcJLMzqaZNrtc3E2YCp7L1txL2kkYHv5soRTsU4pump,SIDELINED,69216.13987494815,1773059.9687867637,44515.382416025896,1828,9141,1745359744.0,2025-04-22 22:09:04+00:00,2
9xdbMGsPFibwPJWuRWFGYdwMdDWT7NxJF2nao7B2pump,123,62793.116029240206,1606391.6633229996,33246.1313618019,594,9433,1738244098.0,2025-01-30 13:34:58+00:00,2
5Ng8rxz1U1RhktwXUEW1ewEN6HN72MaUrRX8tietmoon,STAR,17977.696789484053,1601002.6394897972,18356.24451250931,273,10595,1746101352.0,2025-05-01 12:09:12+00:00,1
GgXKGRHFTRcrATG2pUKYJeZpB1u2fchnR6mjsyNWpump,DUNGEON,3381.9357792507417,1536623.028813742,6321.817455476974,62,21099,1746084977.0,2025-05-01 07:36:17+00:00,1
8TJidTfcsDSvZLV3JJizC7JmNDsqwDqsqnnBHhfepump,PoW,18259.000471492167,1475358.7250757273,16138.371542657682,782,16109,1746092444.0,2025-05-01 09:40:44+00:00,1
3fP61JWqLxxrvBv5NSxJdAz4GtCB7UpfU3UFxZTgj1yG,$WAR,3923461.9585562223,1446026.645341408,1085551.1187924382,6426,18390,1738008004.0,2025-01-27 20:00:04+00:00,2
7fCzCFoKfvK8G8A1X4vjGuKSvZXF27ZYUuuCaG7jpump,jailboop,10709.60616646302,1441954.0121063178,11674.74649639969,339,18780,1746104056.0,2025-05-01 12:54:16+00:00,1
GkeUTuaFB4oZADaqiCo3yauHNx9SxUNn8euHptEEbonk,Grassito,404779.1417034589,1430063.605817014,124344.0109946158,5562,14404,1745854300.0,2025-04-28 15:31:40+00:00,3
6H7NbbGdn2Jo5qpJeHvVECnVMPgD32AfsjcDLK3zjfmt,AH,86627.248531854,1397429.1841758387,60309.865282196435,1530,6520,1746051758.0,2025-04-30 22:22:38+00:00,2
CniPCE4b3s8gSUPhUiyMjXnytrEqUrMfSsnbBjLCpump,pwease,5116385.579225057,1390283.0042255735,1028629.7792440706,22041,11242,1740949248.0,2025-03-02 21:00:48+00:00,3
HN8GGgzBFvuePPL3DGPg7uuq2dVgLApnNcW4pxY9a11o,SQUID,1291020.5907942245,1338164.9602246948,175514.21930357488,2304,9343,1745948787.0,2025-04-29 17:46:27+00:00,3
2nwqjGDbEEJYJeUjmqN8HpmxS1EoXycKfBwAqFRYuBWx,TEST,14839.549454208143,1289650.290269291,20261.622312625874,262,9091,,,1
Dyv1hxk1VoxBturqWWoZT6JLvDAQ5iEkDSP5RW8Qpump,KKMIME,3479.2521123181205,1258151.3569733128,6339.848720624314,117,12172,1746040307.0,2025-04-30 19:11:47+00:00,1
oR1P5q88dBSbdXiWqiTdaYduiNjD1LamsxBjqZQpump,ALBINO,3015249.8853443484,1223440.6212667294,201028.65971291138,1410,7023,1746046814.0,2025-04-30 21:00:14+00:00,2
H538xSX3ZzVWW9gq9d2Pz6m5eumPwDGvGLarKc1Hpump,SRRL,199027.62166693964,1219052.4307661988,65864.79525185096,1701,8461,1745864192.0,2025-04-28 18:16:32+00:00,3
jDjBkYnLT7ruUziEkwWKYy9hVUjLtfkf7dY3PMarkEt,MARKET,956361.8357068348,1111276.7025869433,54096.88634512616,3105,3863,1746094921.0,2025-05-01 10:22:01+00:00,1
37fWH29soiTEzRbJ3U7jjvcyQ2gdtqR98hnXLWsQpump,ASS,46255.724196867974,1097410.1006961903,26760.997487778186,1088,13701,1746081547.0,2025-05-01 06:39:07+00:00,1
SXC8oTmSEncxefLMr4bKHvboLdo2Xf2EpUg3e9Rpump,GURGEL,6253.824569629178,1082374.7167966291,8740.149228679309,477,20066,1746095164.0,2025-05-01 10:26:04+00:00,1
FTzLKwKyCQdjuDwqS99z5hHk4b9Qph3QHwzZuZS4pump,gerpiti,47700.31546490009,1077941.2228105492,27646.99088495607,851,11618,1746081282.0,2025-05-01 06:34:42+00:00,1
5i3WMss2Ldnkw3CnrBoGrkPiVwpAKuGoHULPdbaxpump,Hodler,175503.99982009918,1077101.4638859662,75937.51459969756,2792,10549,1745954914.0,2025-04-29 19:28:34+00:00,3
9doRRAik5gvhbEwjbZDbZR6GxXSAfdoomyJR57xKpump,GRPH,4562510.730713486,1035220.9103644983,823029.0407370421,7813,6985,,,1
E23aYFpLrZtYBwJpBs9jagXYi5Sz6WGir6abpaSboop,BCAT,10758.744277209762,1028865.0603825584,13233.024965240635,178,7663,,,3
zbsAg2ReLe8xQgAnVm5xZDe1sg2jDxEQuxYgdErpump,SAMURAI,3262.9076246685454,1011822.303669906,6130.50848418673,79,10351,1746078335.0,2025-05-01 05:45:35+00:00,1
5Ay2B67HdBJo89nGArMopjrugJdJXcmxNfxfsnTJpump,vampcoin,15409.632147793734,1005485.0239530609,14021.04965003991,241,6405,1745795115.0,2025-04-27 23:05:15+00:00,2
8tBUx7LPnA2utkURbyWX85hUus3JhYU14svS3YfGpump,LEGS,204289.99990560036,1004359.3283250479,51324.74815130081,839,5123,1745961195.0,2025-04-29 21:13:15+00:00,2
8R41eFMK3d1P5oz3DyDdVo2maUedqW9yUBtuYFP8pump,GM,3249.62106956283,997527.5745776963,6138.0681193692,54,6682,1746102149.0,2025-05-01 12:22:29+00:00,1
81YHAzq9yfptVbNTHiYuMVKVQ6ZNs3XeQFFENnNUpump,DMCP,4365275.963696851,969598.017470985,241926.5381394984,5578,6459,1745510454.0,2025-04-24 16:00:54+00:00,1
FKNfAwb8TmjYkj11V4NiTz4TgrLWTWgm2NRwAD9epump,TASSHUB,4511549.643398843,918043.5074012137,341560.5195575114,20420,30768,1744294781.0,2025-04-10 14:19:41+00:00,1
94CH6tFmguo8RTCtqQyeNTep7gFuKG9vffTHtZFPpump,SIGMA,3300.2895221778867,900389.6920711764,6172.278936251963,44,5743,1746074436.0,2025-05-01 04:40:36+00:00,1
4TBi66vi32S7J8X1A6eWfaLHYmUXu7CStcEmsJQdpump,Ghibli,3895088.8998298547,898254.5522012174,648259.3379261873,15432,9528,1742982326.0,2025-03-26 09:45:26+00:00,2
t1q7oiKDkNCs3oKnGMPzXVZ1J88iYTokfWq59gipump,tek,147821.98470291522,885639.4566806341,48301.787510640825,738,8553,1746084227.0,2025-05-01 07:23:47+00:00,1
FWAr6oWa6CHg6WUcXu8CqkmsdbhtEqL8t31QTonppump,PVS,5554055.149320123,882511.1458293677,680115.120083636,6693,3779,1741839066.0,2025-03-13 04:11:06+00:00,2
GEwXLnsMhWpWedPLj7QqV7LG2xrTSiMZJ1rTxHd9pump,mast,24893.371540558794,878406.7394740768,13967.9273488871,322,11575,1737887347.0,2025-01-26 10:29:07+00:00,1
8mkUXS7Eu6ybjFL57bJgw2w745eHiNh6FwUxeAGUpump,RAWHONEY,16606.02823278425,807632.8362328466,15065.594599845108,276,8250,1745970645.0,2025-04-29 23:50:45+00:00,1
