address,symbol,market_cap,volume_24h_usd,liquidity,holder,trade_24h_count,recent_listing_time,listed_at,appear_count
8hhRHZkoCwLojdSthxu3Ho5K2j4BZHnSZ93HZjd4Mxo6,LFG,2028846.7795230842,10284814.521972332,589272.6547982232,4108,18956,1745999383.0,2025-04-30 07:49:43+00:00,1
6EXW1uMsNWX9e69Apw6DfFgnX3cc1AWjsQo75zDepump,LockedIn,1246242.056587016,10178327.22678918,160581.75160754976,3772,104614,1746027727.0,2025-04-30 15:42:07+00:00,1
8RjvNhuXQNSZ5JPsLQFS6j2VEp2Mm7zm1Do9PfKGQWam,DSR!,3292199.2359968578,9445310.399328867,562720.2509295982,7883,13867,1745892481.0,2025-04-29 02:08:01+00:00,1
CDBdbNqmrLu1PcgjrFG52yxg71QnFhBZcUE6PSFdbonk,LetsBONK,2301250.649184143,8873961.80446054,573615.7394225857,9048,58703,1745605268.0,2025-04-25 18:21:08+00:00,1
GsYZvGgLyUdSiBMfwx5k5DRtotWLKKqsc4KVDPdaCuTY,DINNER,107698.46692105268,8700727.510001896,95626.48559511418,8689,20145,1745747164.0,2025-04-27 09:46:04+00:00,1
2TJGNnPP26LzdSsFMUXDXohzfkDGiP1Y25yYW1FiCT5w,MTGA,524043.3260626628,8662075.155677618,198991.42715769098,6476,10905,1745887203.0,2025-04-29 00:40:03+00:00,1
qRUZaCpgxaRH1s5V6opjPA6Hnpv5BM37LqkDBw7pump,MvG,986679.0442369274,7874403.20931604,236569.58528854142,7001,48379,1745470240.0,2025-04-24 04:50:40+00:00,1
F9NkJfxAqKBB6rqiRdXcTGyYVKgttSY8x3FsZtxadcVg,bSOL,4315615.266199941,7691692.429303295,4675.167953059058,18,230,1740075685.0,2025-02-20 18:21:25+00:00,1
F4K85LdGBtyZ2PvcmJBdpBXoJjdJtxqVNHsch4k1RQdv,abscoin,977401.0802093699,7001439.382914768,329396.8953698189,7104,13829,1745793681.0,2025-04-27 22:41:21+00:00,1
7ZoiJt345qwsxrKueGC8ZaZbqB7Kqn4E3XZ7gMY1ks2P,TRUMLL,3104031.549870959,6614984.116224019,521902.1654727971,9951,18507,1745800582.0,2025-04-28 00:36:22+00:00,1
9Wkcek2EZFmJf5L2XmC5rfnNVBrdndbMe6yW8fbfbonk,CHACHA,295585.25941836566,6461030.44483708,86533.12970477762,1986,55320,1746021009.0,2025-04-30 13:50:09+00:00,1
A4LGQjgLomHTvmEswxgn8N4zVBTpUqTTdCMHpzqNSfyz,SOLDA,771597.989473451,5360224.19221152,321623.20052740653,4707,5160,1745846544.0,2025-04-28 13:22:24+00:00,1
5i3WMss2Ldnkw3CnrBoGrkPiVwpAKuGoHULPdbaxpump,Hodler,403409.5092055346,5131217.488217812,136102.53881171634,3194,37635,1745954914.0,2025-04-29 19:28:34+00:00,1
GkeUTuaFB4oZADaqiCo3yauHNx9SxUNn8euHptEEbonk,Grassito,536278.5937131337,4980174.895334589,135090.96476679746,5820,36042,1745854300.0,2025-04-28 15:31:40+00:00,1
8oosbx7jJrZxm5m4ThKhBpvwwG4QpoAe6i4GiG19pump,Wizard,3037540.829077586,3656923.9028820284,561493.367134533,7134,23715,1744213911.0,2025-04-09 15:51:51+00:00,1
BQX1cjcRHXmrqNtoFWwmE5bZj7RPneTmqXB979b2pump,Italianrot,3475045.8922494086,3327152.4590919437,530778.9935030657,6943,16845,1740933393.0,2025-03-02 16:36:33+00:00,1
fRfKGCriduzDwSudCwpL7ySCEiboNuryhZDVJtr1a1C,DUPE,1579577.0799157107,3227980.9658690444,274296.45925495506,2736,12429,1745887721.0,2025-04-29 00:48:41+00:00,1
H538xSX3ZzVWW9gq9d2Pz6m5eumPwDGvGLarKc1Hpump,SRRL,303696.1741034784,3179575.3755488945,85228.70619074706,1882,21054,1745864192.0,2025-04-28 18:16:32+00:00,1
5SrwudGa1RHndbveXW1obMvH51Gh9amRRuMoPdqZpump,Innerpeace,75827.19609834175,3149616.2860077936,37513.240135360575,1045,31781,1746001705.0,2025-04-30 08:28:25+00:00,1
9SytRgEYHzqsNs1gaHexWF3Xwmp1WDhFvhdzYzpDpump,UPS,5070.293366072223,2995300.7783570304,9065.492285361775,128,26650,1744861333.0,2025-04-17 03:42:13+00:00,1
CniPCE4b3s8gSUPhUiyMjXnytrEqUrMfSsnbBjLCpump,pwease,5871609.3638142245,2522620.382108014,1100394.3623094738,22184,20111,1740949248.0,2025-03-02 21:00:48+00:00,1
GcmsHHG41giJYACYKrdxZp3kdKMZfg1UB7LaYzCzPxLJ,SUPFRIEND,598966.40503833,2440774.694084406,185966.16309263124,2367,9366,1745883923.0,2025-04-28 23:45:23+00:00,1
63NnUkCeogrDpaSwUM1VooT7DYn3tU35SEWyb1o8pump,RUGGED,3497.825686729987,2439379.037215842,6652.307469150408,80,20562,1746027655.0,2025-04-30 15:40:55+00:00,1
hqYtLoxviwGENvogcJ5324YTbYqW5H9LHtmQu5Jbonk,BONKAI,1059977.0469933506,2369400.4594516177,122031.58917736317,678,7105,1746013370.0,2025-04-30 11:42:50+00:00,1
HN8GGgzBFvuePPL3DGPg7uuq2dVgLApnNcW4pxY9a11o,SQUID,1292543.4929133893,2315372.5500026494,193911.15160990215,2443,19237,1745948787.0,2025-04-29 17:46:27+00:00,1
GnXPZxKMmp7HTZwDTY3ur9RmXbkwGcPeS5LgsPwSpump,HOUSE,3799.2895958317813,2303833.0578761054,6905.628536282917,251,23175,1746026696.0,2025-04-30 15:24:56+00:00,1
EsRfgsXH9uYVkH83bbnA25HnzSYiNo1HRd5ipfz2zsHn,TITCOIN,5876.397638485404,2194234.5673072794,9548.967866400786,647,157087,,,1
33mRAe2ScMtqRpoWLoATyYFSMbAv4ruVUvsmFgCa9uU2,MYNUTS,42888.06278379847,2063687.9413582094,52768.52339556954,212,8924,,,1
8DepJPwpxwfba52Et7HW9Nuysmt9JvguByZZa1AjJPnf,GORK,10738.224692616986,1945899.1061766301,18439.959551554137,109,7414,,,1
VTaqS4G29U5UUfYbXwzPjK4sDPcswuKZfMY34DbsGqb,CREATOR,348325.19100467034,1918314.4931429666,126228.54440933376,626,6243,1745973661.0,2025-04-30 00:41:01+00:00,1
3GDyM2FXHReLV2J1xQm5AtivZdHocHJPLnwHmu2zpump,sendor,3594.490824011977,1895947.9325074228,6877.494974618375,91,18905,1745959797.0,2025-04-29 20:49:57+00:00,1
G2ZJP9EqTDo9oVeFCeab8ZPhLEnzUeiNry1ZLRBRpump,DREAM,38245.948867753366,1843318.4175210437,26589.46162730735,1619,20631,1745993915.0,2025-04-30 06:18:35+00:00,1
7mHCx9iXPJ7EJDbDAUGmej39Kme8cxZfeVi1EAvEpump,BIGBALLS,1421473.4229628271,1809013.044627897,443905.9104243862,8883,9279,1738890828.0,2025-02-07 01:13:48+00:00,1
7GEQHkAp9WFNfBiMD8Aznoy3Cp3Fdz9ef2kv12HBpump,TTT,6997.7747039017695,1712379.62097959,9579.08432283039,406,21954,1746028152.0,2025-04-30 15:49:12+00:00,1
5cQtbxhPTVQJVKKiQazpmQpSZzEJaZ86F55sFpYvpump,Alone,200001.2210220517,1627755.0459582107,56685.831712366504,1457,10938,1745963420.0,2025-04-29 21:50:20+00:00,1
JosjEXh69RckgSs2AWsN1xN8zmiSHxBuJjHLURJnHhg,JOS,5126048.019580118,1575446.2766643018,377980.576779392,3221,6955,1745421018.0,2025-04-23 15:10:18+00:00,1
Fe2WHy695dSWdkhbUiEDAuE7XqAYH46z8vnDaz9Wpump,TRAFISH,3598.317252047776,1557638.142731714,6683.905538885746,92,18107,1745941877.0,2025-04-29 15:51:17+00:00,1
5241BVJpTDscdFM5bTmeuchBcjXN5sasBywyF7onkJZP,PUFF,1649786.7506517032,1545589.9481581328,124719.92871370539,955,4675,1745882606.0,2025-04-28 23:23:26+00:00,1
RhFVq1Zt81VvcoSEMSyCGZZv5SwBdA8MV7w4HEMpump,CFX,853647.1335017971,1487202.6622027133,165921.19206438656,2585,8183,1745635891.0,2025-04-26 02:51:31+00:00,1
J5DzAP6j17bXBXykvkQVM5ntfyWAdL88okBQvDH9pump,CUCK,1661166.8682242616,1367311.7869615303,210497.1283320895,2374,11968,1745274206.0,2025-04-21 22:23:26+00:00,1
3MadWqcN9cSrULn8ikDnan9mF3znoQmBPXtVy6BfSTDB,GrokCoin,433273.1309590079,1287902.3822661007,35775.26150030485,12415,7497,1741328027.0,2025-03-07 06:13:47+00:00,1
2MDr15dTn6km3NWusFcnZyhq3vWpYDg7vWprghpzbonk,NOM,387451.01325348037,1264316.2837612415,98179.37683107978,2146,10524,1745626179.0,2025-04-26 00:09:39+00:00,1
FFVcrc7wxCQ2HsxY6jhKNPwWUeKJsL472K28Vw16pump,MOTION,99567.85945048554,1236685.5850046256,53478.24358933271,3264,13980,1745740379.0,2025-04-27 07:52:59+00:00,1
6jiJ39V5wGbfvrvVzufZLTdnMCDUa4W64C5qZuW8pump,PTC,44034.12846511133,1202870.2656295495,26902.765579038267,680,15099,1746017039.0,2025-04-30 12:43:59+00:00,1
FasH397CeZLNYWkd3wWK9vrmjd1z93n3b59DssRXpump,BUTTCOIN,5490592.882959391,1072772.1554099561,1095826.1590512602,16036,5132,1738256195.0,2025-01-30 16:56:35+00:00,1
HqpgMxb6JGLe9svXrvZ4Hzmsvg9tqwrMmcmuNpmbpump,401k,6106.243805721704,1053987.4163248045,8716.180479628405,278,15728,1746027523.0,2025-04-30 15:38:43+00:00,1
8jVcgXXUReoiFCDzDMEhftCvA7HWqLX6rNmZ6AxLpump,stockcoin,26422.628849119414,1052909.575650182,23780.319241324156,566,13247,1743892978.0,2025-04-05 22:42:58+00:00,1
Hgcw2Jgx7nf6NKbSgoupPiJiNna1GtsUUZCnUFNzpump,NO COIN,3270.6935372817647,1030054.4649471063,6285.34012927615,37,11555,1745860265.0,2025-04-28 17:11:05+00:00,1
F57CfWvJkYFtG53kRhaQutDkTmswy9mxXi4zo52ppump,DS,3259.163507330662,1027676.3462437333,6241.72639453097,50,16620,1745991994.0,2025-04-30 05:46:34+00:00,1
EqtHo5CuUJS1LJdjhgeg8PCeHkXashyPBL6cEviUpump,@gork,17168.351342163598,980145.4799788062,15768.99899476394,148,14266,1744091306.0,2025-04-08 05:48:26+00:00,1
14zP2ToQ79XWvc7FQpm4bRnp9d6Mp1rFfsUW3gpLcRX,AIXBT,5499543.217511108,950014.0914930747,889228.4399205623,10731,4815,,,1
4rwPNRSFgcS7EGphFdX7VwXuhjZGxph7gYyb7Zp2pump,AuraFarm,3360402.832942704,943072.0158055043,351424.0131406733,3101,5670,1742659157.0,2025-03-22 15:59:17+00:00,1
8w6yhgsGKxfMZRPLNBBjgJQKRRGaXvgDAdhgQacEpump,Stablecoin,2048810.619327755,930494.4456905122,206312.38606376064,996,3148,1743482001.0,2025-04-01 04:33:21+00:00,1
HobHTXpK1KQf9o46G6hAX3rfyH3x7ovdnaF6p1MEpump,BEDCOIN,24796.787541564245,918241.9584280509,21388.76427903303,1541,11264,1745984047.0,2025-04-30 03:34:07+00:00,1
3kFcVMAyEtd5cnXGm8Rwrv4nhK3JHTuy26bZHsh1pump,CIG,143162.47433198284,913472.4923071912,44357.069801714126,537,6336,1745876176.0,2025-04-28 21:36:16+00:00,1
E23aYFpLrZtYBwJpBs9jagXYi5Sz6WGir6abpaSboop,BCAT,51552.626775276694,911916.2839544489,37850.85273805163,402,6378,,,1
Funyd2FCRxZMLy7RLmfmZGGayxcYJWyouEVp5K8mpump,STONER,675370.8913318876,810716.0640581199,91450.26017649895,948,4727,1745874203.0,2025-04-28 21:03:23+00:00,1
HtrvP4fG9KiFqFeu4f32RuZiwG3nmYwPkPZ61nAbpump,PHARMA,734054.2558528113,803420.6621258187,121241.48492771861,1153,4777,1745609519.0,2025-04-25 19:31:59+00:00,1
GqFt7kWwk5R8nz5pVBn5DXLqtD8o43uCA1Jscfhdpump,RETAIL,6282.07090155647,801238.5169022403,9250.144560605502,305,9651,1746021713.0,2025-04-30 14:01:53+00:00,1
